t(sec)	BaseTemp(C)	D1C(A)	D2C(A)	D1T(C)	D2T(C)	VT(C)	LBOT(C)	ET(C)	Power(W)
11258.0	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
11278.2	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
11298.5	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
11318.8	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
11339.1	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
11359.3	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3647.0
11379.6	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
11399.9	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
11420.2	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
11440.4	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
11460.7	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3652.0
11481.0	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
11501.3	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
11521.5	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
11541.8	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
11562.1	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
11582.3	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
11602.6	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3654.0
11622.9	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
11643.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
11663.4	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3648.0
11683.7	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
11704.0	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
11724.2	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3646.0
11744.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
11764.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
11785.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
11805.3	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3651.0
11825.6	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3649.0
11845.9	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
11866.1	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
11886.4	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3652.0
11906.7	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
11927.0	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
11947.3	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3652.0
11967.6	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
11987.8	 31.96	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
12008.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
12028.4	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
12048.7	 31.96	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
12069.0	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
12089.3	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
12109.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
12129.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3654.0
12150.0	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3649.0
12170.3	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
12190.6	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
12210.9	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
12231.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3656.0
12251.4	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
12271.7	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
12292.0	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
12312.3	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
12332.6	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
12352.8	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3650.0
12373.1	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3652.0
12393.4	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3652.0
12413.7	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
12434.0	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
12454.2	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
12474.5	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3651.0
12494.8	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3651.0
12515.1	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
12535.4	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
12555.6	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
12575.9	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
12596.2	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
12616.5	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3652.0
12636.7	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
12657.0	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
12677.3	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
12697.6	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3655.0
12717.9	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
12738.1	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3641.0
12758.4	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
12778.7	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3653.0
12799.0	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3649.0
12819.3	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
12839.5	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
12859.8	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3650.0
12880.1	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3645.0
12900.4	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
12920.7	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
12940.9	 31.90	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
12961.2	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
12981.5	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3654.0
13001.8	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3651.0
13022.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
13042.3	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3646.0
13062.6	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
13082.9	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
13103.2	 31.90	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
13123.5	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
13143.7	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
13164.0	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
13184.3	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
13204.6	 31.90	 45.4	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
13224.8	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
13245.1	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
13265.4	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
13285.7	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3655.0
13306.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
13326.3	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3651.0
13346.5	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3650.0
13366.8	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3651.0
13387.2	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
13407.5	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3651.0
13427.7	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
13448.0	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3644.0
13468.3	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
13488.6	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
13508.8	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
13529.1	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3641.0
13549.4	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
13569.7	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
13589.9	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3651.0
13610.2	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3647.0
13630.5	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
13650.8	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
13671.1	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
13691.4	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
13711.7	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
13731.9	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
13752.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3650.0
13772.5	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
13792.8	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
13813.1	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
13833.3	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
13853.6	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
13873.9	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
13894.2	 31.92	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
13914.4	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
13934.7	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
13955.0	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
13975.3	 31.92	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3655.0
13995.5	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
14015.8	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
14036.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
14056.3	 31.92	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
14076.6	 31.90	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3656.0
14096.9	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
14117.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
14137.4	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
14157.7	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
14178.0	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
14198.3	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
14218.6	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3654.0
14238.9	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
14259.2	 31.92	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3655.0
14279.4	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
14299.7	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
14320.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3635.0
14340.3	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3653.0
14360.6	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3645.0
14380.9	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3650.0
14401.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
14421.5	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
14441.8	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3655.0
14462.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
14482.3	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3652.0
14502.6	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
14522.9	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3648.0
14543.2	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
14563.4	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
14583.7	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
14604.0	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
14624.3	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
14644.5	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
14664.8	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
14685.2	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3655.0
14705.4	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3638.0
14725.7	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
14746.0	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3650.0
14766.3	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3647.0
14786.6	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
14806.8	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
14827.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
14847.4	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
14867.7	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
14887.9	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
14908.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
14928.5	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3656.0
14948.8	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
14969.1	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3648.0
14989.4	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
15009.6	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3655.0
15029.9	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
15050.2	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
15070.4	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3652.0
15090.7	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.1	3645.0
15111.0	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
15131.3	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
15151.6	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
15171.8	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3652.0
15192.1	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
15212.4	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
15232.7	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
15253.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
15273.3	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3649.0
15293.5	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3649.0
15313.8	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3649.0
15334.1	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
15354.4	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
15374.7	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3645.0
15394.9	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3650.0
15415.2	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  51.0	3650.0
15435.6	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3652.0
15455.8	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
15476.1	 31.94	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3646.0
15496.4	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
15516.6	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
15536.9	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3652.0
15557.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
15577.5	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3646.0
15597.8	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3654.0
15618.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3647.0
15638.3	 31.93	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
15658.6	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3644.0
15678.9	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
15699.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
15719.5	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3645.0
15739.7	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
15760.0	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3650.0
15780.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3650.0
15800.5	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
15820.8	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
15841.0	 31.92	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
15861.3	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3650.0
15881.6	 31.92	 45.4	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
15901.9	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
15922.2	 31.93	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3647.0
15942.4	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
15962.7	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
15983.0	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3644.0
16003.3	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3656.0
16023.6	 31.93	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
16043.9	 31.89	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3648.0
16064.1	 31.89	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3652.0
16084.4	 31.92	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3654.0
16104.7	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
16125.0	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
16145.3	 31.92	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  50.9	3654.0
16165.6	 31.92	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3651.0
16185.8	 31.92	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  51.1	3648.0
16206.1	 31.90	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
16226.4	 31.90	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
16246.7	 31.90	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3649.0
16267.0	 31.90	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
16287.3	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
16307.5	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
16327.8	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
16348.1	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
16368.4	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3651.0
16388.7	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3651.0
16409.0	 31.90	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
16429.2	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3653.0
16449.5	 31.92	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
16469.9	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
16490.2	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
16510.5	 31.92	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3648.0
16530.8	 31.93	 45.3	 45.8	  25.6	  22.9	   30.0	  147.7	  50.9	3650.0
16551.1	 31.93	 45.2	 45.7	  25.6	  22.9	   30.0	  147.7	  51.0	3653.0
16571.4	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3653.0
16591.6	 31.94	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3647.0
16611.9	 31.94	 45.3	 45.8	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
16632.2	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.0	3651.0
16652.5	 31.93	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3654.0
16672.8	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3650.0
16693.1	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3653.0
16713.4	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
16733.7	 31.93	 45.2	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3654.0
16753.9	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.1	3649.0
16774.2	 31.93	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  50.9	3650.0
16794.5	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.7	  50.9	3652.0
16814.8	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.8	  51.0	3655.0
16835.1	 31.94	 45.2	 45.6	  25.6	  22.9	   30.0	  147.7	  51.1	3649.0
16855.4	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  51.0	3646.0
16875.6	 31.94	 45.3	 45.7	  25.6	  22.9	   30.0	  147.8	  50.9	3650.0
